OID_,NAME,MonumentsToVisit_INFO,WEBSITE_LINK,external_link,ENTITY_ID,SMRS,COUNTY,LOCALITY,MONUMENT_CLASS,ITM_E,ITM_N,LATITUDE,LONGITUDE
46,"Timahoe Round Tower, County Laois","Timahoe Round Tower, a monastery was founded here by St Mochua mac Lónáin in the early 7 th  century.  The Round Tower was built in the mid-12 th  century and is one of the finest in Ireland with an elaborately carved Romanesque style doorway. .  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLA018-031005-,https://www.discoverireland.ie/laois/timahoe-round-tower,LA00736,LA018-031005-,LAOIS,TIMAHOE,Round tower,653507,690253,52.960380000000001,-7.203599000000000
47,"Dunamase Castle, County Laois","The Rock of Dunamase is a spectacular natural feature visible in the landscape of Co. Laois.  It takes its name from the Irish Dún Másc, meaning the ‘Fort of Masc’. Dunamase was the seat or fort of the ancient Irish kings of Laois.  In 845 the fortress or dún on top of the rock was attacked by a Viking army from Dublin, who plundered several other sites in the region.  Nothing of this early fortress can be seen today today, but what does survive is one of the most spectacular Anglo-Norman fortifications in the country. The castle keep or hall located on the summit of the rock may have been built about 1200 by Meiler fitz Henry. The courtyard area around the castle was defended by a curtain wall that follows the cliff edge of the rock outcrop. This area can only be accessed through a gateway called the barbican that crosses over a rock cut ditch. These outer fortifications were probably built between 1208-1210 by William Marshal the Elder, Lord of Leinster. Around 1320, Dunamase was attacked and captured by local Gaelic forces under the command of Leysagh O’More. The castle appears to have been abandoned in the second half of the 14th century.  Dunamase was reused during the Irish Confederate Wars of the 1640s and large parts of the castle were demolished by Cromwellian troops after a siege in 1650.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLA013-052----,https://www.archaeology.ie/monument-of-the-month/archive/rock-of-dunamase-co-laois,LA00384,LA013-052----,LAOIS,"AGHNAHILY,BALLYCARROLL (Maryborough East By.),PARK OR DUNAMASE",Castle - Anglo-Norman masonry castle,652943,698204,53.031888000000002,-7.210691000000000
48,"Kilkenny Castle, Kilkenny City","A 12th century castle remodelled in Victorian times and set in extensive parklands which was the principal seat of the Butler family, Marquesses and Dukes of Ormonde.  Due to major restoration works, the central block now includes a library, drawing room, and bedrooms decorated in 1830's splendour, as well as the beautiful Long Gallery.  A suite of former servant's rooms is the Butler Art Gallery, which mounts frequently changing exhibitions of contemporary art.  The Parade Tower is the Castle's conference venue. Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CKK019-026078-,https://heritageireland.ie/visit/places-to-visit/kilkenny-castle/,KK04801,KK019-026078-,KILKENNY,"DUKESMEADOWS (Shillelogher By., St. Patrick's Par.)",Castle - Anglo-Norman masonry castle,650794,655734,52.650421999999999,-7.249337000000000
49,"Parke's Castle, County Leitrim","A restored plantation castle of the early 17th century, picturesquely situated on the shores of Lough Gill, once the home of Robert Parke and his family. The Courtyard grounds contain evidence of an earlier 16th century Tower House structure once owned by Sir Brian O'Rourke who subsequently was executed at Tyburn, London in 1591. The Castle has been restored using Irish oak and traditional craftsmenship. Access for visitors with disabilities to ground floor. Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLE010-037001-,https://heritageireland.ie/visit/places-to-visit/parkes-castle/,LE00485,LE010-037001-,LEITRIM,"KILMORE (Drumahaire By., Sramore ED)",Castle - tower house,578204,835152,54.264721999999999,-8.334566000000001
50,"Creevelea Friary, County Leitrim","Creevylea Franciscan Friary overlooks the lovely River Bonet, on the outskirts of Dromahair village. The friary was founded for the Observant Order of Friars by Owen O’Rourke and his wife Margaret O’Brien in 1508, making it the last medieval monastery to be established in Ireland. The friary consists of a church, cloister and a number of domestic buildings. The church has a nave, chancel, tower and south transept. The cloister is relatively intact and on one of the pillars is a carving of St. Francis. On the eastern side of the cloister there are three rooms including a sacristy. In the north wing there is a refectory and kitchen. The upper floors would have housed the dormitories of the friars. The friary was accidentally burned in 1536 and suppressed five years later. However, it continued in use for several years, but by 1590, Sir Richard Bingham, Governor of Connaught, burned its woodwork and used the buildings for stables.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLE014-004001-,https://www.discoverireland.ie/leitrim/creevelea-abbey,LE00718,LE014-004001-,LEITRIM,CREEVELEA (Drumahaire By.),Religious house - Franciscan friars,579804,831396,54.231037999999998,-8.309753000000001
51,"Corlea Trackway, County Longford","The centre interprets an Iron Age bog road that was built in the year 148 B.C. across the boglands of Longford, close to the River Shannon. The oak road is the largest of its kind to have been uncovered in Europe and was excavated by Professor Barry Raftery of University College Dublin. Inside the interpretive centre, an eighteen-metre stretch of the preserved trackway is on permanent display in a hall specially designed to preserve the ancient wooden structure. Bord na Móna and the Office of Public Works have carried out conservation work on the surrounding bog to ensure that it remains wet and that the buried road remains preserved.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLF022-058001-,https://heritageireland.ie/visit/places-to-visit/corlea-trackway-visitor-centre/,LF01364,LF022-058001-,LONGFORD,"CLOONBREANY,CORLEA",Road - class 1 togher,610209,762539,53.612583999999998,-7.845718000000000
52,"Granard Motte and Bailey Castle, County Longford","An earth and timber castle constructed around 1199 by Richard de Tuite as part of the Anglo-Norman conquest of Longford.  This impressive earthwork castle was possibly constructed on an earlier earthwork which was used as the Gaelic Inauguration Site of the O’Farrell clan. Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLF010-080001-,https://www.discoverireland.ie/longford/granard-motte-and-bailey,LF02082,LF010-080001-,LONGFORD,"GRANARD,MOATFIELD",Castle - motte and bailey,632922,780729,53.775105000000003,-7.500551000000000
53,"Proleek Megalithic Tombs, County Louth","Located to the south-west of the Cooley Mountains near the lower slopes of Black Mountain, Proleek portal tomb is one of the best-known and most iconic megalithic tombs in Ireland. The tomb comprises three upright stones supporting an impressively large capstone delicately poised more than 2m above the ground and reputed to weigh as much as 40 tonnes. The tomb is classified as a portal tomb on account of the two large, upright stones forming a portal or entrance, which faces north-west. In its original condition the tomb may have been surrounded or partially surrounded by a stone mound or cairn, of which there is now no trace. Constructed over 5,000 years ago in the Neolithic period, it is likely that the tomb contains burials and cremated remains of members of the earliest farming communities on the Cooley Peninsula. In more recent times the Proleek tomb was known locally as the ‘Giant’s Load’, allegedly on account of the similarity of its silhouette to a man stooped over from carrying a large load on his back. The small stones lying on the capstone relate to a local tradition that if you successfully land three stones on top you will be married before the end of the year!  Nearby are the remains of another megalithic tomb classified as a wedge tomb. Dating from the late Neolithic/early Bronze Age period, c. 4000 years ago, the Proleek wedge tomb is one of only two known examples in Co. Louth. Wedge tombs are so called on account of their characteristic shape; in plan the long burial chamber or gallery narrows from front to rear, while in profile the tomb slopes downwards from front to rear. In its original state the tomb would have been covered with a series of roofstones. Only one roofstone now remains, covering the eastern end of the tomb. The tomb is aligned roughly west-east, with a large stone closing the entrance at the west. There are indications that originally there may have been a stone facade at the western end, flanking either side of the entrance, but today only one stone survives. It is likely that the tomb would have been covered or partially covered with a mound of stones, but there is no trace of this today.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLH004-074----,https://www.visitlouth.ie/explore-and-do/explore-louth/ancient-sites-louth/proleek-dolmen.html,LH00210,LH004-074----,LOUTH,PROLEEK,Megalithic tomb - portal tomb,708191,811042,54.037196999999999,-6.348297000000000
54,"Mellifont Abbey, County Louth","The first Cistercian monastery in Ireland founded in 1142 by St Malachy of Armagh, its most unusual feature is the octagonal Lavabo c. 1200. The Visitor Centre houses an interesting exhibition on the work of masons in the Middle Ages with fine examples of their craft on display. Access to site by stone stairway. Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLH023-007002-,https://heritageireland.ie/places-to-visit/old-mellifont-abbey/,LH01856,LH023-007002-,LOUTH,MELLIFONT,Religious house - Cistercian monks,701178,778051,53.742266000000001,-6.466208000000000
55,"Askeaton Friary, County Limerick","Askeaton Friary is situated on the banks of the River Deel and was probably founded by the fourth Earl of Desmond, who was known as Gerald ‘the poet’, sometime around 1400. The friary was originally founded for the Conventual Franciscans, however, in 1497 the friary converted to the Observant Order of Franciscans. The early 15th century church consists of the nave, chancel and north transept. The chancel has a simple five-light traceried east window. Most Franciscan friaries had their cloisters located to north of the church, whereas the cloister at Askeaton is unusual in that it was built to the south. The cloister is one of the finest examples surviving in Ireland and has a number of unusual features, including a sundial and a carving of St. Francis with stigmata. Along one side of the cloister is the former kitchen of the friary, with an intact fireplace and oven. Also attached to the cloister is a fine example of a refectory where the friars had their meals. The friary was plundered by Sir Nicholas Malby, Governor of Connaught in 1579 who came to assist in quashing a rebellion in Limerick. The friary was subsequently revived and was used by the friars as late as 1714.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLI011-092006-,https://www.limerick.ie/discover/eat-see-do/history-heritage/churches-settlements/askeaton-castle-and-franciscan-friary,LI05761,LI011-092006-,LIMERICK,MOIG SOUTH,Religious house - Franciscan friars,533931,650731,52.603816999999999,-8.975374000000000
56,"Adare Castle, County Limerick","Adare is regarded as a fine example of the medieval fortified castle in Ireland and is one of a number of outstanding castles situated in County Limerick. It is sited on the north bank of the River Maigue in a strategic position on a substantial earlier ringwork where it was able to control traffic on the river. It was an important stronghold of the Earls of Desmond. A strong, square keep forms the defensive core of the castle that stands within a walled ward surrounded by a moat. Beside the river is the great hall, with early 13th century windows looking out on to the river, and nearby is a kitchen and a bakery.  A major programme of conservation and restoration works has been completed and access to the site is available by Guided tour Access to Adare Castle is managed in partnership with the Adare Heritage Centre located at Main Street, Adare. Guided tours to Adare Castle operate from the Adare Heritage Centre by means of a shuttle bus service to and from the castle.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLI021-032003-,https://heritageireland.ie/places-to-visit/desmond-castle-adare/,LI05907,LI021-032003-,LIMERICK,ADARE,Castle - Anglo-Norman masonry castle,546976,646763,52.569584999999996,-8.782178000000000
57,"Desmond Hall, Newcastle West, County Limerick","West Limerick preserves many of Ireland's surviving spacious medieval halls. The Desmond Banqueting Hall is an imposing two-storey structure and was used by the Earls of Desmond for banqueting and entertainment. The Hall, vaulted lower chamber and adjoining tower were all constructed during the 15th century (the hall and chamber were built on the remains of a 13th century structure of similar size). Its restored medieval features include and oak musicians' gallery and a limestone hooded fireplace.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CLI036-067002-,https://heritageireland.ie/visit/places-to-visit/desmond-castle-newcastlewest/,LI06991,LI036-067002-,LIMERICK,CASTLE DEMESNE,Castle - Anglo-Norman masonry castle,527874,633708,52.450068000000002,-9.061083999999999
58,"Burrishoole Friary, County Mayo","On the shores of Clew Bay near Newport are the ruins of Burrishoole Abbey, a Dominican Friary dedicated to St. Mary and founded by Richard de Burgo in 1470.  Richard entered the order himself and lived there until his death in 1473.  In 1580 the abbey was fortified and garrisoned by Sir Nicholas Malby, Governor of Connaught.  The ruins consist of a church, south transept and the remains of a cloister.  At the division of the nave and chancel is a tower, in the vault of which can be seen two holes for the ropes of the bells.  At the east end of the chancel is a fine tracery window.  At the apex of the window on the outside is the carved head of an abbot.  The outer wall of the cloister survives along the north and west, and has several gun loops from the time the abbey was fortified by Sir Nicholas Malby. In the south transept is the altar tomb of David Kelly, who died in 1623, and his wife Annabel Barrett. In the nave is the grave of Father Manus Sweeney who was hanged for his part in the 1798 rebellion.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CMA067-014001-,https://www.discoverireland.ie/mayo/burrishoole-abbey,MA03504,MA067-014001-,MAYO,"CARROWKEEL (Burrishoole By., Burrishoole Par.)",Religious house - Dominican friars,496665,795532,53.898871999999997,-9.572346000000000
59,"Céide Fields, County Mayo","Beneath the wild boglands of North Mayo lies the Céide Fields, the most extensive Stone Age monument in the world, consisting of field systems, dwelling areas and megalithic tombs. The stone walled fields, extending over thousands of acres are almost 6,000 years old, the oldest known in the world. They are covered by a natural blanket bog with it's own unique vegetation and wildlife. The Visitor Centre has won several awards, including the Gold Medal for architecture. It is located beside some of the most spectacular cliffs and rock formations in Ireland and a viewing platform is positioned on the edge of the 110m high cliff.  Visitors are advised to wear weather protective clothing and footwear suitable for walking on uneven terrain. Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CMA006-032002-,https://heritageireland.ie/places-to-visit/ceide-fields/,MA00119,MA006-032002-,MAYO,"AN BHEITHIGH,BALLYKNOCK (Tirawley By., Doonfeeny Par.),CONACH RÉIDH,DOONFEENY LOWER,DOONFEENY UPPER,GLEANN LASRA,GLENULRA,MUINGELLY,SRALAGAGH WEST",Field system,505072,839685,54.297100999999998,-9.458322000000001
60,"Murrisk Friary, County Mayo","Murrisk Abbey is beautifully situated on the shores of Clew Bay and in the shadow of the majestic Croagh Patrick. The abbey was founded about 1456 by the Augustinian friars because ‘the inhabitants of those parts have not hitherto been instructed in the faith’.  The land was granted to the friars by Hugh O’Malley, a local Gaelic chieftain.  The ruins consist of an L-shaped building, representing the church, sacristy and chapter room where the Friars met to discuss business and read daily the chapter of the order’s rule.  The church is long and narrow, typical of Augustinian churches.  There is a fine east window, with carved human heads on the wall outside.  There are a number of fine windows in the south wall, which is crowned with battlements, suggesting that the building was partly fortified.  The spring of an elaborate ribbed vault is all that survives today of a tower at west end of the church.  When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CMA087-031001-,https://www.archaeology.ie/monument-of-the-month/archive/murrisk-abbey-carrowkeel-co-mayo,MA05192,MA087-031001-,MAYO,CARROWKEEL (Murrisk By.),Religious house - Augustinian friars,491949,782624,53.781965000000000,-9.639536000000000
61,"Bective Abbey, County Meath","Bective Abbey overlooking the legendary River Boyne is the oldest Cistercian foundation in Meath and the second oldest in Ireland. It was founded in 1147 with an endowment from Murchad Ua Máel Sechnaill, who ruled over the kingdom of Meath from 1106 to 1153. Bective Abbey incorporates three building phases in the history of the building. Firstly there are the church and conventual buildings constructed in the late 12th century. In the 15th century the abbey was rebuilt, and after the abbey was dissolved in the 16th century the building was converted into a Tudor mansion. In the cloister is the only known carving of St Bernard of Clairvaux, founder of the Cistercian Order. Ongoing research excavations within the precinct of the abbey have uncovered the remains of a medieval barn as well as the monk’s garden.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CME031-026----,https://www.meath.ie/discover/heritage/heritage-sites/bective-abbey,ME01387,ME031-026----,MEATH,BECTIVE,Religious house - Cistercian monks,685903,759973,53.582590000000003,-6.702694000000000
62,"Loughcrew Megalithic Cemetery, County Meath","The Loughcrew Cairns, also known as the Hills of the Witch, are a group of Neolithic passage tombs dating to 3000 BC. The tombs are located on three different hills and Cairn T, one of the largest tombs in the complex, is situated on Cairnbane East. Inside this tomb lies a cruciform chamber, a corbelled roof and some of the most beautiful examples of Neolithic art in Ireland. During the Vernal and Autumn Equinox people gather at dawn in Cairn T to watch sunlight enter the chamber and illuminate the inside of the tomb.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CME015-012004-,https://heritageireland.ie/visit/places-to-visit/loughcrew-cairns/,ME02200,ME015-012004-,MEATH,CORSTOWN (Fore By.),Megalithic tomb - passage tomb,658555,777594,53.744686999999999,-7.112315000000000
63,"Knowth Passage Tomb Cemetery, County Meath","The great passage tomb cemetery of Knowth, built over 5,000 years ago during the middle of the Neolithic period (around 3200 BC), is one of a number of monuments which, together with the nearby passage tombs of Newgrange and Dowth, form part of ‘Brú na Bóinne’ UNESCO World Heritage Site. This complex is among the largest and most important prehistoric sites in Europe.  Brú na Bóinne Visitor Centre interprets the Neolithic monuments of Newgrange, Knowth and Dowth. The extensive exhibition includes a full scale replica of the chamber at Newgrange as well as a full model of one of the smaller tombs at Knowth.  All admission to Newgrange and Knowth is through the Visitor Centre, there is no direct access to these monuments. Visitors are brought from the Visitor Centre to the monuments by shuttle bus.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CME019-030001-,https://heritageireland.ie/visit/places-to-visit/bru-na-boinne-visitor-centre-newgrange-and-knowth/,ME00960,ME019-030001-,MEATH,KNOWTH,Megalithic tomb - passage tomb,699613,773448,53.701217000000000,-6.491404000000000
64,"Newgrange Passage Tomb, County Meath","The great passage tomb mound of Newgrange built over 5,000 years ago during the middle of the Neolithic period (around 3200 BC) is one of a number of monuments which, together with the nearby passage tombs of Knowth and Dowth, form part of the ‘Brú na Bóinne’ UNESCO World Heritage Site. This complex is among the largest and most important prehistoric sites in Europe.  Brú na Bóinne Visitor Centre interprets the Neolithic monuments of Newgrange, Knowth and Dowth. The extensive exhibition includes a full scale replica of the chamber at Newgrange as well as a full model of one of the smaller tombs at Knowth.  All admission to Newgrange and Knowth is through the Visitor Centre, there is no direct access to these monuments. Visitors are brought from the Visitor Centre to the monuments by shuttle bus.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CME019-045----,https://heritageireland.ie/visit/places-to-visit/bru-na-boinne-visitor-centre-newgrange-and-knowth/,ME00980,ME019-045----,MEATH,NEWGRANGE,Megalithic tomb - passage tomb,700676,772749,53.694733999999997,-6.475539000000000
65,"Trim Castle, County Meath","Trim Castle, the largest Anglo-Norman castle in Ireland, was constructed over a thirty-year period by Hugh de Lacy and his son Walter. Hugh de Lacy was granted the Liberty of Meath by King Henry II in 1172 in an attempt to curb the expansionist policies of Richard de Clare, (Strongbow).  Construction of the massive three storied Keep, the central stronghold of the castle, was begun c. 1176 on the site of an earlier wooden fortress. This massive twenty-sided tower, which is cruciform in shape, was protected by a ditch, curtain wall and moat.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CME036-048004-,https://heritageireland.ie/visit/places-to-visit/trim-castle/,ME01634,ME036-048004-,MEATH,MANORLAND (1st division),Castle - Anglo-Norman masonry castle,680189,756726,53.554321999999999,-6.789798000000000
66,"Skreen Church, County Meath","Standing tall and proud on the summit of Skreen Hill, overlooking the more famous Hill of Tara, is the site of an ancient church associated with St Columba. From the hill there are spectacular views of the plains of the ancient kingdom of Meath. In the 1170s the lands at Skreen were granted to Adam de Feypo, an Anglo-Norman knight originally from Herefordshire. His brother Thomas joined the Cistercian Abbey of St Mary’s in Dublin, and in 1185 Adam granted the church at Skreen to St Mary’s. Adam de Feypo died about 1190 and was buried in St Mary’s Abbey. Little is known of the former Columban church at Skreen, and what survive today are the remains of a large medieval parish church. The most conspicuous feature is the massive bell tower at the west end of the large church. Above the south doorway is a carving of a bishop that probably dates to the 14th century. In the graveyard is a medieval stone cross featuring the crucifixion. Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CME032-047003-,https://www.discoverireland.ie/meath/skryne-church,ME01516,ME032-047003-,MEATH,SKREEN,Church,695140,760524,53.585946999999997,-6.563075000000000
67,"Hill of Tara, County Meath","Though best known as the seat of the High Kings of Ireland, the Hill of Tara has been an important site since the late Stone Age when a passage-tomb was constructed there. Tara was at the height of its power as a political and religious centre in the early centuries after Christ. Attractions include an audio-visual show and guided tours of the site.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CME031-033075-,https://heritageireland.ie/visit/places-to-visit/hill-of-tara/,ME02621,ME031-033075-,MEATH,"CASTLEBOY (Skreen By., Tara Par.)",Graveyard,692005,759842,53.580379000000001,-6.610609000000000
68,"Abbey Church, Clones, County Monaghan","Abbey Church is constructed from finely cut blocks of sandstone, and a round headed window in the south wall indicates that the church can be dated to the middle of the 12th century. On the outer face of the north wall of the church is an unusual carving of a ringed cross. It is believed that the church was built for the Augustinian Order of Canons Regular around 1150.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CMO011-010001-,https://www.discoverireland.ie/monaghan/clones-town-heritage-trail,MO00242,MO011-010001-,MONAGHAN,CROSSMOYLE,Church,650192,825726,54.178033999999997,-7.231166000000000
69,"Clones Round Tower and Sarcophagus, County Monaghan","This majestic round tower is situated in a graveyard that represents the core of the original church site founded by St Tighearnach. There is no longer any trace of an early church in the graveyard. The door of the tower faces east, probably in the direction of where a contemporary church formerly stood. The tower stands 23m high and is almost complete, except for its roof. Also in the graveyard is a fine example of a stone shrine or sarcophagus carved into the shape of an early Irish church. At one end are the faint remains of a figure wearing a mitre, probably intended to represent St Tighearnach himself. The sarcophagus was probably carved in the 12th century and intended to mark the grave of St Tighearnach, and was probably a stone copy of a metal shrine.  Please note that many of these monuments may be on private land and may not be publicly accessible. When setting out to visit monuments please ensure that you wear appropriate footwear and clothing.  Access to monuments without Visitor Services may be across uneven ground which may not be suitable for everyone and, in particular, wheelchair users.",https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8&query=18a4b61b268-layer-9%2CSMRS%2CMO011-010002-,https://www.discoverireland.ie/monaghan/clones-town-heritage-trail,MO00243,MO011-010002-,MONAGHAN,CROSSMOYLE,Round tower,650074,825685,54.177677000000003,-7.232980000000000
