OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
1229,GA09267,HOWE,GA058-062001-,GALWAY,GLENNAVEEL,11,R130014,550617.000000000000000,741277.000000000000000,53.419298071999997,-8.742908770000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA058-062001-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1230,GA09445,HOWE,GA065-007003-,GALWAY,CILL BHREACÁIN,11,R117634,491669.000000000000000,735492.000000000000000,53.358524062999997,-9.627441789000001,Ritual site - holy well,'Toberbrickan','Toberbrickan', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA065-007003-,"Some 4m S of a church (GA065-007001-). Known locally as Tobar Bhriocáin (pers. comm. T. Robinson), this well is a natural spring, dry at time of visit, which emerges from the base of a large rock. It is delimited by a low D-shaped drystone wall, and a l"
1231,GA09883,HOWE,GA086-001001-,GALWAY,ABBEYFIELD,11,R181218,573347.000000000000000,731522.000000000000000,53.333270620000000,-8.400153338000001,Ritual site - holy well,'Lanfera's Well','Lanfera's Well (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA086-001001-,"Some 80m to the north-east of Kilconnell Abbey (GA086-001----). Two holy wells are named 'Lanfera's Wells' on the 1st ed. OS 6-inch map. By the time of 3rd ed. (1947-8), the words 'Site of' were added to the north-west well. Both wells still survive, the"
1232,GA09884,HOWE,GA086-001002-,GALWAY,ABBEYFIELD,11,R181218,573352.000000000000000,731515.000000000000000,53.333207964000003,-8.400077684999999,Ritual site - holy well,Indicated,'Lanfera's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA086-001002-,"Some 80m to the north-east of Kilconnell Abbey (GA086-001----). Two holy wells are named 'Lanfera's Wells' on the 1st ed. OS 6-inch map. By the time of 3rd ed. (1947-8), the words 'Site of' were added to the north-west well. Both wells still survive, the"
1233,GA09885,HOWE,GA086-001003-,GALWAY,ABBEYFIELD,11,R181218,573246.000000000000000,731434.000000000000000,53.332474693000002,-8.401662225999999,Ritual site - holy well,'Lanfera's Well','Lanfera's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA086-001003-,"Some 45m SW of Kilconnell Abbey (GA086-001----). A small natural spring, flowing NNE from a hillside, covered by an overgrown stone lintel supported by low walls.  The above description is derived from the published 'Archaeological Inventory of County Ga"
1234,GA10148,HOWE,GA088-015----,GALWAY,KELLYSGROVE,11, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA088-015----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1235,GA10349,HOWE,GA094-110----,GALWAY,NEWCASTLE (Rahoon Par.),11, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA094-110----,"Some 50m S of St James's Chapel (GA094-038---- ). Briefly mentioned in OS Letters as 'St. James's Well ... destroyed by a mill race made about 40 years ago' (O'Flanagan 1927a, Vol. 1, 341). No visible surface trace survives.  The above description is der"
1236,GA10360,HOWE,GA095-038002-,GALWAY,GARRAUN LOWER,11,R128977,536696.000000000000000,720292.000000000000000,53.229246529000001,-8.948116075000000,Ritual site - holy well,Not indicated,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA095-038002-,"On a N-facing slope in undulating grassland. This natural spring well is defined by a D-shaped drystone-built chamber (0.75m N-S; 0.7m E-W) which is set 4.5m below ground level. On inspection, the well (D 1m) was accessed from a stile on the roadside, vi"
1237,GA10462,HOWE,GA096-174----,GALWAY,ESKER (Athenry By.),11,R129316,554769.000000000000000,725826.000000000000000,53.280823101000003,-8.678244380000001,Ritual site - holy well,Not indicated,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA096-174----,"In a slight hollow in grassland, c. 500m SE of the Redemptorist Abbey of Esker. This natural spring well is known locally as ‘Dominic’s Well’. Little is known of its origin (Anon. 1982, 23), though it may date to the arrival of the Dominicans in Es"
1238,GA10552,HOWE,GA098-068001-,GALWAY,CARROWNTOBER,11,R128995,571059.000000000000000,720481.000000000000000,53.233927629999997,-8.433497735000000,Ritual site - holy well,'St. Brendan's Wells','St. Brendan's Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA098-068001-,"On a N-facing slope in grassland. This is one of three holy wells, all natural springs, dedicated to St Brendan (GA098-068001-, GA098-068002-, and GA098-068003-). GA098-068001- is the westernmost well, located c.25m to the W of the other two. It is delim"
1239,GA10553,HOWE,GA098-068002-,GALWAY,CARROWNTOBER,11,R128995,571085.000000000000000,720479.000000000000000,53.233911071999998,-8.433108120000000,Ritual site - holy well,'St. Brendan's Well's,'St. Brendan's Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA098-068002-,"On a N-facing slope in grassland. This is one of three holy wells, all natural springs, dedicated to St Brendan (GA098-068001-, GA098-068002-, and GA098-068003-). GA098-068002- is located c. 25m to the E of GA098-068001-, and 2m to the N of GA098-068003-"
1240,GA10554,HOWE,GA098-068003-,GALWAY,CARROWNTOBER,11,R128995,571085.000000000000000,720483.000000000000000,53.233947018999999,-8.433108483000000,Ritual site - holy well,'St. Brendan's Wells','St. Brendan's Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA098-068003-,"On a N-facing slope in grassland, at the foot of a rock outcrop. This is one of a series of three holy wells, all natural springs, dedicated to St Brendan (GA098-068001-, GA098-068002-, and GA098-068003-). GA098-068003- is located c. 25m to the E of GA09"
1241,GA13670,HOWE,GA087-053004-,GALWAY,CLOONAMERAGAUN,11,R142190,578751.000000000000000,728184.000000000000000,53.303517065999998,-8.318798614000000,Ritual site - holy well, ,'St. Catherine's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA087-053004-,"In pastureland, 70m SE of an ecclesiastical building (GA087-0533001-). This spring well is enclosed by a small roughly D-shaped mortared stone wall (NW-SE 1.6m, NE-SW 1.3m). There is a gap at NE where three steps lead down to the water. Now used for wate"
1242,GA11061,HOWE,GA105-003001-,GALWAY,BALLINGARRY (Dunkellin By.),11,R128493,557551.000000000000000,714756.000000000000000,53.181571959999999,-8.635057048000000,Ritual site - holy well,'Tobermacduagh','Tobermacduagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-003001-,On the S bank of a small stream. This spring well was surrounded by the remains of a rectangular wellhouse (ext. dims. 2.44m E-W; c. 2m N-S) constructed of mortared stone walls (Wth 0.46m-0.53; max. ext. H 0.5m). The S wall was built against the trunk of
1243,GA11602,HOWE,GA105-150007-,GALWAY,LOUGHREA,11,R128688,562062.000000000000000,716378.000000000000000,53.196489030999999,-8.567766716000000,Ritual site - holy well,Not indicated,'St. Brendan's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-150007-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1244,GA11635,HOWE,GA103-131007-,GALWAY,KILLEELY BEG,11,R128797,542758.000000000000000,717997.000000000000000,53.209310954000003,-8.856924331000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA103-131007-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1245,GA11682,HOWE,GA113-010001-,GALWAY,BALLYCLERY,11,R128169,538403.000000000000000,710881.000000000000000,53.144879844000002,-8.920740379000000,Ritual site - holy well,'Tobermacduagh','Tobermacduagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA113-010001-,"At the foot of a steep S-facing slope in rough pastureland. This spring well, named 'Tobermacduagh' on the OS 6-inch maps, is defined by an overgrown rectangular drystone chamber (L 3.7m; Wth 3.2m; H 0.9m). It is filled with stones and no relics or votiv"
1246,GA11690,HOWE,GA113-023001-,GALWAY,BALLYMORE (Killeenavarra By.),11,R128340,541335.000000000000000,713076.000000000000000,53.164935221999997,-8.877321182999999,Ritual site - holy well,'Holy Well',Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA113-023001-,In flat pastureland. Named 'Holy Well' but not indicated on the 1837 edition of the OS 6-inch map. No visible surface trace of it survives and its existence was not remembered locally. It is possible that the name is an error and should have read 'Altar'
1247,GA11753,HOWE,GA114-057003-,GALWAY,CORKER,11,R127994,546252.000000000000000,707441.000000000000000,53.114815964000002,-8.802852136000000,Ritual site - holy well,'Tobermacduagh','Tobermacduagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA114-057003-,"Some 50m to the S of a possible rath (GA114-057001-). Known locally as the birthplace of St Colman, this spring well is enclosed by a well-preserved ornate octagonal concrete well house which was built in 1912. The entrance is at N. A cross which was ere"
1248,GA11994,HOWE,GA118-060002-,GALWAY,LONGFORD (Longford By.),11,R141621,587282.000000000000000,711920.000000000000000,53.157625031999999,-8.190160382000000,Ritual site - holy well,'St. Patrick's Well','St. Patrick's Well (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA118-060002-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1249,GA12108,HOWE,GA125-050002-,GALWAY,CUILLEENDAEAGH,11,R127642,571403.000000000000000,704066.000000000000000,53.086425335000001,-8.426879168999999,Ritual site - holy well,'Lady's Well','Lady's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA125-050002-,"On a SE-facing slope within a burial ground (GA125-050001-) in a wooded area, possibly associated with a hermitage or small cell of religious origin (GA125-050003-, O’Flanagan 1927, Vol. 2, 517) and a 19th-century burial monument (GA125-050004-). This"
1250,GA12179,HOWE,GA126-038001-,GALWAY,WELLPARK,11,R127861,574691.000000000000000,704303.000000000000000,53.088721192000001,-8.377817737000001,Ritual site - holy well,'St. Feighin's Well','St. Feighin's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA126-038001-,"In pastureland c. 30m to the NE of St Feighin's Grave Yard (GA126-038----). This holy well is enclosed by a semicircular drystone wall (diam. 0.95m) and is accessible via an entrance at N. A small stream flows from it. Dalton (1909, 19) noted that the de"
1251,GA12349,HOWE,GA055-026002-,GALWAY,CALLOWNAMUCK,11,R127329,522149.000000000000000,740817.000000000000000,53.411733755999997,-9.170982378000000,Ritual site - holy well,'Tober Coonagh','Tober Coonagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA055-026002-,"Within a small stone enclosure at N end of a graveyard (GA055-026001-). This well, correctly Tobar Cuanach, consists of a spring well delimited by a low circular drystone wall (D 2.15m), opening to ESE.  The above description is derived from the publishe"
1252,GA12396,HOWE,GA061-089002-,GALWAY,KEAVE,11,R153346,575712.000000000000000,743228.000000000000000,53.438582523999997,-8.365547374000000,Ritual site - holy well,'Holy Well','Holy Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA061-089002-,"Marked and named as a holy well in SE corner of a field on 1st ed. of OS 6-inch map. However, only the name appears on 3rd ed. (1915). No visible surface trace survives.  The above description is derived from the published 'Archaeological Inventory of Co"
1253,GA12408,HOWE,GA067-017001-,GALWAY,KILLAGUILE,11,R127287,514593.000000000000000,738482.000000000000000,53.389586467000001,-9.283972916000000,Ritual site - holy well,'Tobergranoge',"'Tobergranoge, Altar'", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA067-017001-,"At the foot of a hillslope c. 140m NNW of a CBG (GA067-018----). This holy well, correctly Tobar Gráineog (?), consists of a natural spring enclosed by a circular drystone wall (D 1.6m). According to local tradition it was used for the baptism of young"
1254,GA12428,HOWE,GA069-001017-,GALWAY,"EANACH DHÚIN,BAILE UÍ LAOIGH",11,R127271,528924.000000000000000,737803.000000000000000,53.385607735999997,-9.068419139000000,Ritual site - holy well,'Toberbrendan','Tobar Brendan', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA069-001017-,"On the td. boundary close to lakeshore, 300m SE of the Augustinian abbey (GA069-001013-). It consists of a natural overgrown oval spring (E-W 2m, N-S 1.5m) bounded by a field wall composed of roughly built limestone blocks. (Cochrane 1901, 319; Fahey 190"
1255,GA12438,HOWE,GA071-023002-,GALWAY,CORRAFAIREEN,11,R129884,551380.000000000000000,738650.000000000000000,53.395762425999997,-8.731026542000000,Ritual site - holy well,'Tober Patrick','Tober Patrick', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA071-023002-,"Within a graveyard (GA071-023001-). A circular spring well (D 0.85m), dedicated to St Patrick, situated in NE corner of a heavily overgrown drystone-built square well-chamber (L/Wth 2.5m). A step at S leads down to the water. On E wall, a plaque (H 0.7m,"
1256,GA12449,HOWE,GA084-127004-,GALWAY,TEMPLEMOYLE (Graigabbey ED),11,R129614,553751.000000000000000,732195.000000000000000,53.337969205000000,-8.694436360999999,Ritual site - holy well,'Toberacollumbaun','Toberacollumbaun', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA084-127004-,"Some 80m SSW of a church (GA084-127002-), in S sector of an early ecclesiastical enclosure (GA084-127001-). It consists of a roughly circular water-filled hollow (D c.2m) delimited by traces of a collapsed drystone wall. (O'Flanagan 1927, Vol. 1, 258-9)"
1257,GA12490,HOWE,GA076-005002-,GALWAY,CRUACH NA CAOILE,11,R117620,468795.000000000000000,732217.000000000000000,53.323930828999998,-9.969515114000000,Ritual site - holy well,'St. Keelan's Well','St. Keelan's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA076-005002-,"Some 10m SSE of a church (GA076-005001-). This well, correctly Tobar Cáillín, is indicated on 1st and 2nd eds of OS 6-inch map. Not visited. (Killanin and Duignan 1967, 139)  The above description is derived from the published 'Archaeological Inventory"
1258,GA12527,HOWE,GA081-011003-,GALWAY,CILL OGÚLA,11,R127205,520962.000000000000000,730850.000000000000000,53.322004251000003,-9.186341523999999,Ritual site - holy well,'Tobereany','Tobereany', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA081-011003-,"Some 85m NW of, and upslope from, an oratory (GA081-011001-). This well, correctly Tobar Éinne, is a natural spring delimited by an oval drystone wall (1.17m by 0.8m) with an entrance at SE. According to Killanin (1947, 122) it is resorted to for diseas"
1259,GA12561,HOWE,GA086-150003-,GALWAY,KILLAAN,11,R129547,569174.000000000000000,730281.000000000000000,53.321891639000000,-8.462681679999999,Ritual site - holy well,Not indicated,'St. Killaan's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA086-150003-,"Some 35m NE of a church (GA086-150001-) and 110m SW of another holy well (GA086-149----). A natural spring well, dry at the time of visit, enclosed by a rectangular drystone wall (N-S 3.5, E-W 2.65m) opening to S. A small enclosure (N-S 4.8m, E-W 2.95m),"
1260,GA12805,HOWE,GA103-118005-,GALWAY,DRUMACOO,11,R184677,539501.000000000000000,716826.000000000000000,53.198427778000003,-8.905453967000000,Ritual site - holy well,'St. Sorney's Well','St. Sorney's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA103-118005-,"Some 35m to the SW of the church (GA103-118001-) at Drumacoo. Dedicated to St Sorney, this holy well consists of a roughly circular stone-lined sunken spring well (diam. 1.7m), surrounded by a circular stone-built well chamber (diam. c. 4m). Access is vi"
1261,GA12888,HOWE,GA105-029004-,GALWAY,BOHERDUFF,11,R128601,557001.000000000000000,716016.000000000000000,53.192850935000003,-8.643454221000001,Ritual site - holy well,'St. Columbkille's Holy Wells','St. Columbkille's Holy Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-029004-,Located in the NE corner of a graveyard (GA105-029002-) associated with a church (GA105-029001-). Holy wells named ‘St. Columbkille’s Holy Wells’ on the OS 6-inch maps consist of two conjoined wells. The most northerly one (GA105-029003-) is oval i
1262,GA12890,HOWE,GA105-029006-,GALWAY,LURGAN (Dunkellin By.),11,R187550,556956.000000000000000,716107.000000000000000,53.193665076999999,-8.644139830000000,Ritual site - holy well,'Tobermacduagh Holy Wells','Tobermacduagh Holy Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-029006-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1263,GA12891,HOWE,GA105-029007-,GALWAY,LURGAN (Dunkellin By.),11,R187550,556967.000000000000000,716104.000000000000000,53.193639007000002,-8.643974825999999,Ritual site - holy well,'Tobermacduagh Holy Wells','Tobermacduagh Holy Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-029007-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1264,GA12887,HOWE,GA105-029003-,GALWAY,BOHERDUFF,11,R128601,557000.000000000000000,716015.000000000000000,53.192841868000002,-8.643469050000000,Ritual site - holy well,'St. Columbkille's Holy Wells','St. Columbkille's Holy Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-029003-,Located in the NE corner of a graveyard (GA105-029002-) associated with a church (GA105-029001-). Holy wells named ‘St. Columbkille’s Holy Wells’ on the OS 6-inch maps consist of two conjoined wells. The most northerly one (GA105-029003-) is oval i
1265,GA12901,HOWE,GA105-049004-,GALWAY,LOUGHREA,11,R128679,562548.000000000000000,716750.000000000000000,53.199866524000001,-8.560537405000000,Ritual site - holy well,'St. Bridget's Well','St. Bridget's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA105-049004-,Some 115m to the SW of a church (GA105-049002-). This spring well is delimited by a sunken pear-shaped well chamber (1.85m E-W; 1.3m N-S; D c. 1m) and it is accessed by a series of steps at SW. It is further enclosed by a modern rectangular mortared ston
1266,GA12989,HOWE,GA110-044003-,GALWAY,CILL MHUIRBHIGH,11,R117520,482262.000000000000000,710321.000000000000000,53.130407454000000,-9.759390188999999,Ritual site - holy well,'Tobermacduagh','Tobermacduagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA110-044003-,"In an orchard c. 65m SSW of Teampall Mac Duach (GA110-044001-). Known locally as Tobar Mac Duach and described in OS Letters as 'a deep and cool uaran' (O'Flanagan 1927a, Vol. 3, 382). It consists of a natural spring, dry at time of visit, which is delim"
1267,GA13007,HOWE,GA110-086003-,GALWAY,EOCHAILL (Bar. Árainn),11,R117508,485174.000000000000000,710165.000000000000000,53.129640940000002,-9.715841176000000,Ritual site - holy well,'Bullaunancheathrairaluinn','Bullaunancheathrairaluinn', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA110-086003-,"Some 7m SE of Teampall na Ceathrair Álainn (GA110-086001-). Known locally as Bullán na Ceathrair Álainn, it consists of a natural basin in the rock delimited by a drystone wall, oval in plan (0.85m by 0.45m), opening towards N. Numerous modern offerin"
1268,GA13010,HOWE,GA110-159002-,GALWAY,CILL ÉINNE,11,R117458,486908.000000000000000,708427.000000000000000,53.114398348999998,-9.689330077999999,Ritual site - holy well,Holy Well (now dry)','Holy Well (now dry)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA110-159002-,"At Cill Charna c. 2.5m N of a possible church (GA110-159001-). Described by Barry (1886, 493) as 'A dripping well…called “Tobarchora” '; correctly Tobar Charna. All that is visible today is a small circular hole, blocked by rubble, in S part of a r"
1269,GA13020,HOWE,GA110-023004-,GALWAY,EOGHANACHT,11,R117546,481078.000000000000000,712070.000000000000000,53.145855898000001,-9.777722417000000,Ritual site - holy well,'Toberanspiritneeve','Toberanspiritneeve', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA110-023004-,"Part of na Seacht Teampaill. This well, correctly Tobar an Spioraid Naoimh, is situated to W of the path from Teampall Bhreacáin (GA110-010001-) to Teampall an Phoill (GA110-010003-), about halfway between these churches. It consists of a disused spring"
1270,GA13022,HOWE,GA110-023006-,GALWAY,EOGHANACHT,11,R117546,481122.000000000000000,712014.000000000000000,53.145362669000001,-9.777044252000000,Ritual site - holy well,'Toberbrecan','Toberbrecan', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA110-023006-,"Part of Na Seacht Teampaill. Some 10m E of a grave-plot (GA110-023005-) on a low bluff overlooking the monastic complex. This well, correctly Tobar Bhreacáin, consists of a natural bullán or rockpool in the limestone with a canopy of rough limestone bl"
1271,GA13049,HOWE,GA111-002002-,GALWAY,EOCHAILL (Bar. Árainn),11,R183952,487182.000000000000000,710387.000000000000000,53.132063752999997,-9.685928109000001,Ritual site - holy well,'St Kieran's Well','St Kieran's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA111-002002-,"Some 45m WNW of Teampall Chiaráin (GA111-002001-). Known locally as Tobar Chiaráin, it consists of a natural spring filling a hollow in the rock at the inner end of a U-shaped enclosure (L c. 3m, Wth c. 2m). The latter is built of massive limestone blo"
1272,GA12236,HOWE,GA048-003002-,GALWAY,Chapel Island,11,R117658,453049.000000000000000,741030.000000000000000,53.398939409999997,-10.209788641999999,Ritual site - holy well,'St. Caillin's Well','St Caillin's Well (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA048-003002-,"Some 20m ENE of an oratory (GA048-003001-) at E end of the island. This well, correctly Tobar Caíllín, was noted by O'Flaherty in 1684 (Hardiman 1846, 109-10) and shown on 1st ed. of OS 6-inch map. Evidently dest­royed by time of 2nd ed. (1899), when"
1273,GA12237,HOWE,GA050-010001-,GALWAY,INIS NÍ,11,R117666,473594.000000000000000,742374.000000000000000,53.416327537000001,-9.901581562000001,Ritual site - holy well,'St. Brendan's Holy Well','St. Brendan's Holy Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA050-010001-,Just above HWM on N shore of the island. The well (GA050-010001-) and the 'Monument' (GA050-010003-) indicated on OS 6-inch maps as being dedicated to St Brendan are locally associated with St Columcille and visited on his day (pers. comm. T. Robinson).
1274,GA12240,HOWE,GA050-010004-,GALWAY,INIS NÍ,11,R117666,473545.000000000000000,742382.000000000000000,53.416387655999998,-9.902321453000001,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA050-010004-,Just above HWM on N shore of the island. The well (GA050-010001-) and the 'Monument' (GA050-010003-) indicated on OS 6-inch maps as being dedicated to St Brendan are locally associated with St Columcille and visited on his day (pers. comm. T. Robinson).
1275,GA12247,HOWE,GA050-011005-,GALWAY,INIS NÍ,11, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA050-011005-,"Killanin (1954, 101) notes that just to the S of St Mathias’s church (GA050-011001-) there is a well. No visible surface trace of it survives and there is no cartographical or local information to confirm its existence.  Compiled by: Olive Alcock  Date"
1276,GA12251,HOWE,GA050-026004-,GALWAY,TOOMBEOLA,11,R149792,476029.000000000000000,743970.000000000000000,53.431240346000003,-9.865599948000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA050-026004-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1277,GA12267,HOWE,GA128-032002-,GALWAY,CAHERBRODER,11,R127684,544069.000000000000000,698795.000000000000000,53.036895356999999,-8.833953950000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA128-032002-,Some 14m to the SSE of a children's burial ground (GA128-032001-). Known locally as St Patrick's Well; on inspection in May 1986 the holy well consisted of a D-shaped spring well (2.2m N-S) enclosed by natural rock outcrop. A wall has subsequently been e
1278,GA12277,HOWE,GA128-034010-,GALWAY,KILMACDUAGH,11,R184512,540625.000000000000000,699930.000000000000000,53.046723780000001,-8.885507870000000,Ritual site - holy well,'Tobermacduagh','Tobermacduagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA128-034010-,"Part of the monastic complex of Kilmacduagh, this holy well is at the roadside, c. 200m to the SE of the round tower (GA128-034008-). Dedicated to St Colman Mac Duagh (Fahey 1893, 112), it consists of an overgrown dried-up spring well enclosed by a semic"
1279,GA13072,HOWE,GA119-006001-,GALWAY,CILL ÉINNE,11,R117442,488574.000000000000000,707158.000000000000000,53.103348746999998,-9.664015278999999,Ritual site - holy well,'St. Eany's Well','St. Eany's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA119-006001-,"Some 20m N of a round tower (GA119-006005-) at the foot of a low limestone outcrop. Named 'Dabhach Éinné, Dolium Endei' in OS Letters (O'Flanagan 1927a, Vol. 3, 347), it is known locally as Tobar Éinne. It consists of a natural spring, delimited by dr"
1280,GA13074,HOWE,GA119-006003-,GALWAY,CILL ÉINNE,11,R117442,488603.000000000000000,707163.000000000000000,53.103399715999998,-9.663584131000000,Ritual site - holy well,'Friar's Well','Friar's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA119-006003-,"Some 40m NE of Tobar Éinne (GA119-006001-). Named in OS Letters as 'Tobar na m-brathar' (O'Flanagan 1927a, Vol. 3, 347), it consists of an oval basin (1.55m by 1.1m) revetted by drystone walling, partially collapsed, and is accessible via three steps at"
1281,GA13104,HOWE,GA119-087003-,GALWAY,CEATHRÚ AN LISÍN,11,R117399,494403.000000000000000,704519.000000000000000,53.080824991999997,-9.576136363000000,Ritual site - holy well,'Tobercanonagh','Tobercanonagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA119-087003-,"Some 30m NNW of Cill Cheannanach (GA119-087001-). Known locally as Tobar Cheannanach, it consists of a spring well which emerges from E side of a large earthfast boulder where it is defined by a low drystone wall. (O'Flanagan 1927a, Vol. 3, 408)  The abo"
1282,GA13126,HOWE,GA125-126002-,GALWAY,MARBLEHILL,11,R127826,568082.000000000000000,703661.000000000000000,53.082597477000000,-8.476411132999999,Ritual site - holy well,'Tobermacduagh','Tobermacduagh', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA125-126002-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
1283,GA13149,HOWE,GA114-066002-,GALWAY,CREGGANORE,11,R128121,553256.000000000000000,709961.000000000000000,53.138121683999998,-8.698607296000000,Ritual site - holy well,'Holy Well','Holy Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA114-066002-,"On level ground, c. 15m to the N of a small stream and c. 40m to the SE of a church (GA14-066001-). This is a natural spring well in a rock cut depression (L 1.5m; Wth 0.75m). A small rectangular cut-stone block with a mortise hole on its upper face lies"
1284,GA13151,HOWE,GA114-066004-,GALWAY,CREGGANORE,11,R128121,553254.000000000000000,709941.000000000000000,53.137941777000002,-8.698634267999999,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA114-066004-,This spring well lies c. 2m to the S of a stream and immediately to the E of a natural fording point on it. It is horseshoe-shaped in plan (3m E-W; 2m N-S) and opens to the W. It is enclosed by a moss-covered stone wall which forms a revetment against th
